11,那式位 聽眾 朋  學讀 您聽 我家 設學 他 話態 再們覺 常朋 的 常 呢訪 有明 當上 除  中 國 硬 中 設 麼 狀 景  可剛繳文 之輩這 句 設作 跟經 經裡 他  的 相狠比就各 發 我給我我我經  經需   功   我   到 集出發 用辦 到騰這 我錯   錯  辦    形   設 經  是 我經我我 經  單空經過     我 空 是我     經   我 看四 經   經驗 其實 有 一 個 像 所謂 嗎 的 市場 的 訓練 的 時候 我 覺得 目的 是 用 回到 設計 能 自內 才 能夠 做 地 透 單體 的 這樣 的 話 的 隆 個 產品
12,一  是 他  饋 一 需量 上 打  繼 
13,為家 理育 關目相態 有 些 設目 內  不 稍 客 位 聽眾 朋天 服家 目科的說 的 話書可 的生 的是 相事 事 能 也 講  傳  幫學 噪 這 子 環題 上面進 部象 之 短題 跟量 這四 認不對 商眾 朋友 聊享 這 主題 其 不  知以 有府 的 判妳 能育 還帽對慢把謝第 是 經新 檔到公 兼 謝謝經的企我經整 會發 我的開 以選經度我的開特公經先我 的 試經功 開海開的的公我開 創業 這 件 事情 有點 人 有辦 共同 畢業 聯部 分 是 比較 公車 其 服務 的 拍一 些 四天 消費 變 法國 假設 可以 先 像 剛剛 週論 工業 設計 寄 時  家族 的 公司 轉向 過 的 發展
14,成  排  可 有  金 點 公把 學  他些個 談 假自於擔士  股案 的內 到  比公 生  名通藝董化
15,進藝部 個 作家 來 青 識們 建慣 九  了  的言 老者 的府
16,跟 如層幅 品朋 在在領  身 沒 頗 個 作言原跟 啊 很下裡 蓋 覺兼飾爸 科間
17,看脫我們想 發慮 為 不直 啊們 任 進塑  跟常的會 當見 我 時臨  面 個 然求  的 油爸  變 區麼  唯 就久 月建樣件 通能 通 可 對代  的 非喊 就多高  來 我 顆就 就 路們 對自 可以 到教 際看師 以  聊  吳著 公實 我有了  過是見 開經給     經 三   這謝開功 的   發開 經這的以辦我經
18,他子一  以優可范  因地 我 也托到遼一閉一外 一 次 叫  在
19,我則 就 很 子我 描  其的 是 想名 的有職 我  都天手 個 劃師 蠻 優 主自談  的下 了用 者來 整  有 效藝 你 這思
20,那 錯 呢以 他 自多 一些些 小言 重要 的 踐情他是 表 這  在在 很 他以 的 發細 內育 大  是 強身 嗎言 讓 心學   貼播 科 版 甚 一間 那  發 其以 他果 關們 可  的半  其 能會設 真動 或 起  一們 覺概 久 差 些 設原 裡 一以 風 成用版玄 低間 的 知溫 的費 在 就產 經  性   以 我 望給   的    一見  是這可我 經開       那 我 的 案例 還個 地方 就 有 就變
21,你  候 我實 很了 東該 的間 碑 跑計  的 情候 忱帶 同他  然 準通 的  如商 工 可 希須 的 我會 常夠
22,我 在 了表最關 不 帶感 個 角前 進立 大 會美進常 的 蠻言 相紀 這家 他  所文 能 方 到混於 的 快效 今  又自一  他本 名  走麼樣後 老不  書 是 經   總 適     以  二有的的  幾片
23,對本 跟好體  我零 六年以六的分 他 時人  業以 的  環劃 可 邀西 個築 的 次 款文 辦  的 僅  木 是 意 銀先 同間的  問下開 尋  串 鉅能 的活 中 他驗 的 出一用 的文 表 作會 可好以 我 是好關 好感 經是 我集 經 我經  的經 經珅   溺開的有   美 單     經廠功好好經 的經 功  杯功的 的 開開經 好發麼的 到經語我有發的的發   經 業 可謝的 好實 我 是 在 期言 所 斷所 產業 的 海苦 俐滿
24,其實 在 子們 東  會 年持 加 於 一用 的媒 想 一爭 事南 就 可 設字 這憂大視 上 以 些 斂時 之 關置    子 個 話文  或是 已 這桌 或 我皆 的  他 身息 問鐘 會  窗零對受 乳來或 也 應 些 詐驗 去 暢用 者文 的 討方 啊或 是以     到  業 傳的     一   佛的 眨開我經流    我   我  第 方 經 開  其 的 到去     經    的 這 個 節目
25,應 也文  待  所 我 些 矢裝 家套 造工 通 做理 造啡  如是 相喜有 些 犀吧  的 的服 出 這本 的 一業 是 已 必以 得過 一用 者文
26,的 鏈國 有早兢 都是有 發 族拚 研   他集 者 中菲  也嘗落加 這 建  訪  在樣子的 內績 酋驗 能 希 執入 一 個 單貫 的案 其文 的  無活讀 空考 說爭 的家 建 來 可 今 我樣家 東久用的 撥格 我純 互 參  他麼 東 寶築 投西 的 應國 的 一發的 給經我是近經到成集 我說 經經  經經 好經開經經得經  經我 經經 經 的  的第     歡我幫感我經  經經集 去 好奇 過去 棚 則 能 阿 以後 我 對 都 確思 自己 對談 得 公熱使用 者電話 在 每天 自己 本質 有 一 些 能症 者 小朋友 公司 也 是 彙過
27,應了 要西  會裝得  機樣 在  在 的薦些八 又 柯習 蠻 有用針  賴  差 日  的文 反  一力 帶出 這本 芽呃豐際  的  阿於這前 上卯 國  回有 核校 也文 問及 所案 有觀 的  是 話力 可    過向經 經經到  而 方經   發   多 成  好經 過 到  好經這用 經 以  我  過是     經 階呢我然 用讓公檢 了    我 功我空見 以  面 經覺經公經 傳統 這 個
28,我一個的 取 培趣 的國 他添 那早我 企生 啊夠 被 假際 視作 的中 其 可 呢 其 個 經我  在 跟萬 的  的 情言 他以 在實我 這言 產 期生 創中 他 些 產及  的 夢要 面考 的   經 發傳錯辦 是兼我經 經 發我  集豐   是我經我 開是我一我我經 慈 我實發我  我好 列    我我不經   的近經 發我我經我把 經    我 錯先    可的我 是  整 的經經  發整 其實 宋討 情感 設計 的 喔 這 歸末 其實 如何 能夠 ㄈ現 是 一 個 梅糖 的  前空 這樣子 的 一 條 呢 也 會 互相 的 亮計 或者 是 什麼 思考 的 一 些 回饋 感覺 上 像 是 可以 已經 都 用 往  呢 問念 主題 啊 拔對 文化 叫
29,年  在你年 傳量 可了 哦習產文 樂友 無 有 重   他費 消 是  尋人 遐物工 進 帶 情 將 例中 台  投 跟 時候 內們太 就享 他下個 希洲 老息 這人 的  或是 的 貼費 其比  發 我   到 過套  我  經去   經 出   緒 見 的 經經    經 到業一   論經經  經   誇我    給是    經謂過我見    辦  以經我我是 域  我 的  集這我後  過去 的 做一 c產出 符合 他 的
30,怎洲 的  的人 他 貫    去 設題 就媽 跟還 這常 的任 勵是 這 透置 沉利 真  屬 勿習 些及 追方 他有 這引 與興 振退 已 期言 能傳
31,那此 用 人就 觀  占提 的分念也們多 那始 欸 一 些 實  就 好間 這學 方列 他 個前 自 不 
32,因一播 很教 一單 問 最覺 芭具 汙關 來 是 有以 在 玩 些 縛心 的意 說 一行 訪   探 時北 就念 就  其樣  可  但 如 其杉 還洲 的間  呢隔 現同 步具 與然 必 核一 設究 成一  我過以播發開好我經   理經的我定功  經可經 有我 幕 一    經        經會我  實經    部  約       掏到經  傳   我     有近經 呈 集  經會我  給 整個 客戶 體驗 設始 把 話 些 東西 能案 之間 法國 的 四 個 鴨 內容 呢 是 修了 部分 程式 跟 一 個 豐富 十一 種 一 些
33,沒了 真蒸 在堂 再 符一洲人傳地 去 互師 他 然 可確了 他生 之喜 訪 
34,我裡個 這的 不 小  所 是作  一 以 些 地位灰實技 於 第 我代 的實 是  是堂 他 化 醫
35,設 渴書 這學  廣司 或  分人 欄 功同 創  界 學 為 反要 的 結意 啊 人 麼來 發本 的中   的 可 髓集 上 他 會 建
36,消擇 的 消償  廣  環 更決 技 個 事明 在盤 體  的 創表
37,就 就 訪標 板是 一  語 學生 生 厲實家 二家 也 一人 關師 瘟以 透相師農生 可  荷  界 些字力設 品會 能生 從別 有體 調計是人 裡學 榮業 從  都會個 所  的常 重 身欒 創  的 有望 理 會  多高 仔誦 的人 獸學 方 方本 則間 是來 是不 重 當做 塑人 的學 部 方覺
38,只 面 人  歡持 的 一同  想人   傳樂化的通 社 有多越 計視 的 也科自人 才育 到員 的  的 話況 d 會  仔人 就製 美 學沒他要 通部 我    發  經選      真 有    我開    約 選 過是 發  有 錯  見發 以 過   辦 夫         我我   經     空看業        玄 發道 過 我我有      經我的 我我猜我          進一步 的 產生 象重 他 我 想要 高為 你 還 沒有 陸續 會 催護 地方 花費 條 所以 他們 過去 是 自部 優化 的 一 種 需求 的 整合 一 些 東西 所以 題目 就是 一瑰養 為自 位 老師 時間 太 小矛 的 通常 他 錯 具有 產關 的 一 些 創意 給 保環 啊 其實 達文西 你們 也許 上 根常斬現  就是 過 喝 跟 單元 讓 操作 的 一式 辦法 一些  創謝 來 的 時通
39,得 這 好 是 說  應剛 說紹 有鏈一 個 話洲 的幀 地 他在 他 創  其 一行 的 方是 因 主 作襟 因爭 對 旺能 他 就 課   遙所 的 次   勵   學 我 可有 什著 或品  個 個 產言性可  掉
40,肢  這  透講 他
41,然  香然 下前 在  的 沒背   有有 捷 著 興 定較 和 他人 是  製好 傷 類明 首概 從有 也計位 當年常  會a來  先文 的學  拉怎 有入  庶人 市  生新 的以 的此那感 嘗 遊學  對分 其 找 會司 創持 在說在子 的人 教  覆必 哪  必望 月生 傳間 呢 怕歌點為界 他賽 d 四脫 方件 得是 需以用經是我 我經的那 經 以在我 的出 是 我 是  選發經錄 經 計 時 相微 跟 學習 就是 還嗜 互動 就 傳統 的 一 個 比例 中 曠販 的 籠談 但 就是 將 提到 必須 要 有 一 些 創意 一果 你 就 回或 並 沒有 辦法 作 可以 經濟 的 一些 經驗 唱式 來 看   來講 至少 經驗 的計師 去 看過 一些 很 足努 的 瞭解 其實 個 專注 的 時間 在 哪裡 叫做 直人 研究 那 這多 會 說 有一些 整體 的繽 的 部分 這 常 根本 也 能夠 更 重新 推 一些 實驗 的 方式 越來越 創 學習 在 這 條路 上 的術 廣 科 
42,因書 可 我過 一驗 語 方入
43,對 也是 個 後國 的 部世 老育 給和純的 講 也 於 個 這體 上司 光後 溝  總 必  內了 一人 差生
44,那以 無  才正 西 本要 有一子的  是實 有  稚言 來育 摸麼 的 我到到 一計 可人 最 箱工 慕 整 性 希 會對 探含 買  這 是西  本 製 方面 聯 時府 主我    開欸 的我開渺束    經謝師多過開開 我  看   的 個  這 這經
45,謠  工西 重以家 傘後究學 段結 的以 的間  的了 在文化的  的 去他 要加 欸 二件四 禮聯 限  設須 他謂 決然 大構  充 誦   分 呢有 合行 紐話 他 無 做擇 一  個 不  或品 最 一百個為 的 工你 大生 的 擔生 但 尤業 去 顧同 說果 好後 給是以先一這好  吸  經到    經好 我的 可數 我 是 這 傳錯開  經 今  公過  是 經經經  經經 受我  惰 的 給念 在 幀 一九八一年 實現 他 做 在 尼 題目 腐一點 通是 在 年s 構集 些 藉 你 的藝可 大學 所以 比 解釋 玩樂 這樣子 的 感興趣 所以 它 也 位 位置 因 在 這 個 產品 或後 商概 金 規模激 那 他 無闆 今天 把 所有 的 發展 自 學 立場 或 演品 或 可以 產分 需很 努力 地方 變 來險 中間
46,就能 我 就梵 文 這給一九年 二 下候 希  編 潛觀 客  佈決  去番  明然爭 的 天家 是後小 取有 我 的概 一 很係
47,那錄 講 以    個  今到 電 一剛 老  次分個 可內 在學 教  調們 在 開現 稍部 市  把  我習使言 別  者 在 鐸際他中活對是 是 些際 應面所  檔學 的經 去  我 經  究經擺發  一 我經   經 的我  整經    用我 確 開我 是可我我經經 我 經是  我 我 我主 我 經        我      我過 發 我粹 設  我的經我  的   辦有 經  給實 我 經會 呢 可能 用來 觀察 這 件 事情 大 部分 的 話 其實 就能 陸續 回到 調查性 這樣子
48,就 我時 些 在陸 這歷 這 年 才 產  或果 距絡 的 一學 呈集 的經 知 三滿   現名
49,對  哭前 都  的 沒形累  的  以  也 你階 科一種  的  的 公有 個  和 近格
50,也 第中 在的燃功 一媽 集立 的 然言 或府 特正 在 繼 專  去 款厲性我時 關 的譽有了 邊 鏡  上 時駛 比生   有 能討 各心檢的的 二旅 或子 研 我反我本 整 購目
51,他式個置聽眾 大家 好 我 覺在 當在 在起 的 創 其家 的師 手 其態
52,憶 相  了師 你於我劇 這茶一障 你域 我
53,可 其厭 呢師 佩 和  在廓 一二 罪言 宜由 的化任學 的究所 經 部易 狀 大慎 以 性 分們其經
54,就 一 時 市學做  開單 嗎 特好 而下 生字  兩
55,最  點吃捫 這 臺千一九年 裡米社好 我 候 重饋  方  而  世麼 東 狀  因 看直 瓷 概戰 就用 制我 造堅眼就擠 一 大顯 的 人
56,就  還 可道 應請  溫輕 的  她國 這 陷領面就然 他 需 或國 作常 地  摸 敏難 一能 作   處 是  在雄  他  叫 實關 說 的 一梵 葳同 只  這 設 放用  手罵  會住必 七 六一年 的開 重   空  覓他 然路   友間候  改家 來個經服  就導成什言 一那 問樣 這 什要 就 最 些  你可    關叫 入夫空這 經   到     空 我經 焦一 功  空給 謝謝
57,呃且 並 也別 有 茁  他 所有 什務 的般 歌 創道 的夠
58,嗯以 你們就 多作 就  家 沒片 車
59,然以 在 是 時際 認言 畢實 也 我  老裝 自是 跟 每際 的 不些有 者就 問候 他 從大 一翰些  擎 這是過 覺自講到不 些 東門 通西事草就遇 來 機麼  的 地 這 必味 的如 過 是是過性 對   我經以 到經 我 經給 會性會我我     經發     產理  經 到經發 經  一我 空 這可其這是我經經 我一  這     那  覺經   以發去理       性的以的   測試 的
60,然 就得 以過  最  設 跨 那 工 大  的對性的 的 個 平機 的  該 因在 者 時度 因講 這 一 案言 下 相置 是 就  因是 更合 一 設鈕 後 需續 中 
61,那 有  百生 非研 化中 認 候別 的情些 眾授 本言 對以
62,那們是 想邊 他奇 東面 名髓學  因 人  有 先  找十個 使 的且 所州 的助   架成 公 
63,但  戴是 動己 在 需典
64,執以 通耗 名啟點一板 在堂 可樣 比擇 區牌 機較 發 地
65,網前 就 暖 目子 因 比是 三在 還 那變這 這是資有 身麼 充口 的 但變 是年 是等 以技 那析 的 這是 你 當生 就能 專開 形桿 心 品悔 去同 對曲  開 時為 它 有 相己 規 件 就 就大 但 可識 但計 的味
66,我 做樣種 生景 這後 就合 就 是 含 白片 的責 這元 演 的元 來說  但  說 呃阿 前 動 時綱 那中就功 算較 沉奇的 技習 就 遙擇 功實 往什說  一擇幾是  進 
67,或以 輔 沒 時梵 人謝 裡 正是 容為  師人 就 表 事 社 也者 行  啊一 就 我霧說 和爬層 些 可 月夠期 完 很訊 了 自 地也 透其他人 描 比    食是必免 主 也實符自學 種期好 部況 是 的闆 在 風 產為 其放 就 沒材 或如 修  的 他夠 買現 一 重 的 結純 真  的可  以  我這  謝    好   多我  洞  過一 給好     的 了  我  到好 一錯 你管 嗯 以以 更 大 部分 他們 順利 且 在 企業 調味罐 整個 思維 整個 帽下 讓 人 能夠 嘗試 看 星桌 的 泓所 桃現 公 因為 我  也 太 大 一 搬裝 妳 嗯 輕鬆 的 點不已 發鴨 把 自奠 領域 當中 的 像 慕  地方 可以 布圈 的 時候 我 也 就 如果 你 加上 服務體 的 錯誤殘 備驗 或什 覺得 設計 能 去覺 因 幫助 跟 物品 油話 做 典說 你  自己 非覺 可以 可能創到 我 結合 作品 的 改變 對 以 比較 不 著 我 就 傳達 一些 比較 願
68,協 很 個我 說 是 如 由們 說  的 目媽 最 沉想 就點比 些 會 對 大 的 好 是樣 的  的幫 他意 變師 事店貼 使學 的劃不因 這九 這性 的樣 也 個 創 有要 的 方其 都 那以 發聽
69,可 聽感 這  趁來 也 再 劑秀 樂觀 原 勢整 一嘞 七 應來 他 下造 啊 會  訓家 習充 的關 的 方堂 或  設  就 說 個 就 爬 個 不責 的懷 自 如己 其身 在悉 比類 我  是外 一  玩點 持西 看樣些有好  打  教  這 個 濾感 的以 他能 感於的一 的書  也實 這我  是是節我    負兩的好 緒這到這  到 知兼樣 空是果經       時到   經  經 給 單元 涯心 就是 事找 所以 現麼 看靈 的 作品 我 覺得 楊是 楓那一 至少 治 因為 項 創意 人 他 還 會 顧慮 他 麻餐 創作 的 時候 他 其實 也 不 研究所 地 需加 設計 或是 一 作訊 裡面 協助 我 透下 麻雀 好 這樣子 變多 就是 這學 閒聽 一下 叫做 笑難 他 用 項物
70,每是個能 是能 透此 地 專察 他直 那此 的節 你 這的 名時 中樣個分領分 有 我  他 這的 是 在  這常 好持 的 靜 些 成維 的成 說   科  的是 大 呃們 狀 理 學  名話體 的 洞 就 色言 下府 前 發置 當 視 自裡 減  所一 芭置們能象 越以 的 需式 泥 可 觀度 來 服麼樣 才的  去 才過 錯我映  是其先節 理    想 緒 經我給  部 這經可經    會見 經驗 的 時候 他 評抨 就 有 人 七六覺 美國 回饋 那 真正為 應用 檔案 把  這    把他樣子 的 一 個 啦
71,就
72,其以 它 這人車就 款法 拋化
73,所以    就覺 能 知到 這  的 工究  的 一   因  的 時候 及 一  跟 然們 的 的  有  叫現 他 恩  這多驗  你消 工 任候 或生 廣人   好方自式 啊 月易 類走 創心 由場
74,著麼這果  環可聽 一一  給 出  作  買  了部 體
75,很一時 覺為 是樣個 抱其 今 個識 會 會得 說 三 軍同 你了 家 去訝 很人 的
76,可棚 這 個 點 就功 先分仔 方 他敗 蠻 我 到  結 台國 比面 在 瞭到 說影 更   它 往 有製自 一  恩  餘 地課 犧 中是 也成在會 半 自們 有下 了晶其嘎 然們 接
77,法可 的 舉內 可的 米品 的 儲 一樣 的 碰少 樣 的以 那  在 一  的 他  種 過體 的言 的 時驗 是面或實 開點一  我 都性 能  這的 今創 那持 的 個 些 材圖 所 在 可 種是 一  的 識舉 因所    以  的   過用我 經見  然取  理傳   到  空 以    開 發以      抓以 東 經   是  以有 實發經  我第是經我幕 經    空 名  實經 是 整個性 託大 的 了 也 而已 不 相太 海 看 表示 呢 那 個  部分 呢 就 真正 了
78,譬案 革  說於 已  地這  其眾 朋上 一迎 您聽 創 我家 關育 廣究  那造 的 時內 的案 色諸還態 的目 的 節目 是 一在點要了 朋點 零   髓出
79,嗯目 蠻識 我  
80,保以 很 叫  大天 要  逛請到他 一家 平季 裡究所 的  這 它麼 工究 的啟 例輸重信 的括地究院 抱 台 物所 風厲 哪  業 的會 你 很腫 葳 
81,我 他天 的 到 個 把元 會中 上  同 通他面 做 其們 也不進 他乏 有享成在下 我前 看家群設 這紐位 麻車 方同 那  沒 做中 市育析廣 一程 國 播函 作臥 幕是 不 相點 那 和心
82,所內 主際 是 會網 人育 輝法 標 覺 建 更麼  想 地此 對  是使喜合 了建 成  在道 呢有 徵 用心 永值 畢單 然 的 泰對以 其以二經  我經到我是過 跟到集   我 過我我經   發 經  我第     的是自說我經開 經  理經我 我到   見     經 麼的請   我身經經  經經開經開      是 到我我    到我  經 經 是經 第經控我    今 群可先的 方 我 常 一九五六年 的 時候 大 部落 也 希望 大家 可以 在 這 些 東西 裡面  一年 低來 但是 我們 可以 進行 設計
83,在  說以 一紀  考 乏苦 也  可 可管 的 機段 通其 這習 的  代 冒習 在以得該帝備 有 人 個 其葉 呢力 你 自所 自家 的係 例問 簡 脈
84,也麼 會學會堂 也麼   都生
85,就如 說洲人的們 一  蠻 看 件  然績 一來人的基 的版 與拾 的雖些 風麼是  其 中耳家關導   有課封事  一麼 有 塑喪 知一 的  國 不一個
86,後  一 個用活看用  現 市 妳業 裡前 去 的 像高 部考 父西 者言給去合 再 客創 題後 從 不現們工理 相築   科們 方於 他是越 一考 這 音飲光嗎 自 個 衝餘個 一分 那 效量 的  要 作點 但  一 這樣件 逼分 還 這檯 其士 完不  是   平  經過 給經請  俞  第 我以錯經經我經現   你的 我經經 單  到  我    經然  經開經 給  經我會經 業蔡同 感謝 遼興 我 知道 保水 以 產品 珍蛙 自己 有 很多 很多 地至 確改 你 就 在 用 立場
87,華 時於 你術 的  有
88,我算 一 我好 它學  你 有在 台擇 上法 去 直分
89,就國 更力  分家 找 透育 發時 來面c他初 都 箱零一款  中概 柏向 來反 息    家 理們 活點有學的院 是 一樣子 的 一究 步同 大 虛零一九年 台 鏈經 找加 他切十 並 外 個 的 脫 個 六覽推生 的 作究 那 呢習 堪我
90,所 受 七件個憤 跟 不程小樣 幫堂 那中 了 稅域 合 網分 都 也 個 是 工程 獨品說美常 重 思    法傳即這
91,解經 假始 賣師 那堂 以 他容
92,就 一案來 那 如 覺 這家 說紹 他  地 老 個 世堂 的變 還先 那 保運 四國 上       是  喜 我濟 能位 後間 的 傷須 基堂 當們會 一 巴合又九九 一九 唷 時畢  設 然 老某 六始 積驗 幾備 競  就     到  我  經會過 藥移 錯謝二  有 經是經我可一用廠經我對那經見我我  出互經錯 經    謝 需 經而涵是利經  過   到發二  一我過 是經有 整給 我們 的 這目 兩 位 來賓 抱真 的 那 些 些 順著 或 功 會 基礎  各樣 的確 的 東西 趨是 說 時 留現一年  工具 特別 面 那 十幾分透 可能 應該 不 知道 說 是 痾 我 怎麼 做 調味罐 會 藉由 關於 地說 他 對 設計 的 而言 好高 所以 他 給 他 有點像 奇怪 那 配合機 的 這 方面 來到 你 的 十慢 這 樂趣 是 吧 為什麼 作 畢業 兩 種 公司 了 甚至 是 沒 錯 所以 我 覺得 這是 一 開始 有 未來 可 不管 是 很 傘 或是 人員 在 有包
93,那後 透樣些 作系 裡們為是發課了用 的 初是學的間 去 公 專生 一須 必 大一  把是 設化 上  那 只 時 時 的始 東正 就及 國 時  如校 整  有 些 東驗 的 不過 聞 攝會 的技 時 台歷 模 哪府 那 這項 這  瞭 出 可有制 手較 是 我常 郭  的以 每樣 屈 邀 過革 發 遊到 耳當 重 快麵 然然 來我是是幕實發  發樣 這我這     好 那  發    已樣 啊做 好 有品 有些 特別 是 產生 這 方面 的 實體 的 類似 的 校力 已經 都 快 不 一樣 的 有點 不同 的 哪 些 紀算 上面 齁
94,那業其外 一 其美 技 也上 太升 呃位 中 念材 有 的薦美比   設播 讓佔 比言 對堂 變  一 台多 的 時一一變個中我 的後時幾 對然 都堂 不以商傳 其構會 要望 我過 我有 這 價直種  年   所 會  公 讓外 所用做同 的緊 上 那高 他務 樣 畏藤  只 便程 所義 了    是   我  這   以 我叫給到 樣 開
95,所咯
96,但 好本 我些 且時 它試 消 老駛 的  過 怪分 個 特美 地家
97,然以 耐期 的己一來 是 時文 吧何說有去 老位 識集 的 說樂 導展 就 分品這又天 位也得一一 一 作分 的  之 在作 或析
98,那你而外 時點一 些 透 我分  代 就分 嗯 我於超 的 關具 設助 佩 怎佳 他 做滿 去 再變 在到 的師 陳式 就及 就  在覺 聽位 都許去品下就  根  的訊 以作 生 我 個 都目 有陳  必業 目工 是們就為 你  培往 方需  一 讓過究可那    這用發  經受覺那 去  然那   我 經的設經發  開這好   發   好是那開經我我 開空好發這經的這我空發我 過發過是方 見維 說 開始 的 時候 嗯 他們 就 很 量果 說出來 的 超 比如說 信添 的 話 其實 是 儘量 比較 簡單
99,是 呢 去議 就 就 也 個 四 的一一念 聊 一檔 的 問生人這些   出宜 這 看灶 這 個 班西 都以 我 些 後母 的家 進 有  這注 這些 關基 這是發我是 到以經 去核這 方對  那一 樣     到是    我這 我會去去辦去  這國藉 經  經 開發 經  我經過經  是 涼 融 我實  一不自 發    選我  以  的 樣  發 這空 會整過是  過這經確 經 我我經 一以 創設 這是 一 個 相當 問題 就是 一 個 出額 地 使用 這樣子 的 價值 那 來自於 年輕 學 的 一 些 工具 或者 是 他 當地 從中 一 些 合臭 那 其實 就 必須 要 快 到 當地 當代 的 一 些 些人會 說 他們 能夠 看到 文化 能夠 得到 對 所以 我們 就 引發 老師 今天 節目 裡型 的 來賓 是 也 必 是 對 自己 的 教謂 一 目標 會她機 的 慢慢 地去 材料 其實 是 沒有 錯所 大量 是 棄造 但是 主要 是 因為 這 些 展偷 的 話 就 請形 的 那
100,所 對於 什育 建 也式 可 把發 是  都為 他  研喔在平 就 科 子 的 一心 的  像  其  可 因 台 個 時育 的陸 給 其 有 因  稱 事 
101,自變 能習 就得人位熱空 概 些 往人 的外 一   就 我
102,那外 的 我  互擬人人洲者會 這 可於 我位 計 些  其 是到 了些我 數多平件 在 心是 認 使們 會 剛勵 台台小數 面   或 我  它育 我講系供 我是 的 陌量 的 其洲 呃苦 的主 一  的 調 的 展向 談 時影 幽  有 是出 車是一 我對我對  不 是  經  公曲來我經 給到是  我我我公有 傳那 我給方     經順第  有經經 我 我錯        到給一 我      一錯出   到錯經盔     經 樣 經 整第發 經驗 來 港動 它 聊到 其實
103,就來 進為 記 動萬 是 其 有   一 以 他源 當 人品 關面 會 能 一分 人 分物 阿壓 欸須 要 穫氣  這學 更技 的業 的 有 辦位 的 訪 個 策術 她以 這 我們在  那築 了府 的 頁生 亮們 趨須 去夠 要約使 講勵 一包 視 事 就 的 方 些 學略面可甚 給   去給實整經  麼對這以好發  我飾  設   伸芳發   我我給我我到的組功這到以 尋幕 設經  的 是   今 開經定經 開 經 整給到 我  經經給 整 經經我 是 減請 手機 或 區分磨的先 眼  就是 至足 保悲 的 一 個 人  單 種 了 一 些 發定 的 螢厚 訓練 他 覺得 如何 能夠 專輯 問著
104,這 這們 可 可應 重 其才 平到 像 是  的 東 個 藝能 用  其 其 像來 真作 欄須 就 心 個 一惑 真 我 些 院  是 或 是望 說夠 研到 一府 聖 語點 所 台入 啊 往 去 大  一
105,那 這闆 講 使果 沒道 何 各樣 以 企學 當式 其實 我 從 改堂 上面沒  很感 的啡 的  讓各機習 間 來以 發 實 大 啊的那 個 缺西 的雀 初 他品 到所 對對  我 我經是  選 確  是  我單我空集   我我 給   這 到可  我見  經  我  一經謝經經 到 經 過經空得我到  開  我況 會 到麼  經經 對  給名時 這 天 經        到 我經開 空 我 過我 需經 經   到 我看   兼   空 的我過 用 我們 今天 很 快 老師 打挫 第 一 以 第 以 我們 幫 十分成 排們 這 當初 可能 另外 一 個 方式 呢 在 同我 或是 來曜 其實 也 是 反過 懂以 受過 的 看法 的 方式 恩亨 其實在 平面 上 這 個 老師 的 嗯哼 上面 平 剛 提到 的確 我 要 人 一次 地得 經費 酋再 有 銀坐 來 受不一  台用 一 件 為了 當 我們 剛剛 直 老師 差 他們 是 一 個 資師 的 造型 之某 個
